SKU,Name,Product Type,Website,Status,3D Model DWG,3D Model Object,BIM Objects,SketchUp,image-src,imagee-src,sku,,,
FELIX-DB,Felix Daybed,configurable,Dezign,Enabled,,Felix_Daybed_3DObject.zip,,Felix_Daybed_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/f/e/felix-daybed-fabric-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,felix-daybed-fabric-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/felix-daybed-fabric-dims.jpg
DADO-DT-DS,Dado Dining Table with Jaby Chairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/d/a/dado-dining-set-base-01.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,dado-dining-set-base-01.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/dado-dining-set-base-01.jpg
KEN-DS,Ken Suar Table with Ryker Chairs,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/k/e/ken-suar-dining-set-base-01_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,ken-suar-dining-set-base-01_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/ken-suar-dining-set-base-01_1.jpg
TERA-320RCT,Tera Suar Dining Table,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/t/e/tera-dt-ambience-base1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tera-dt-ambience-base1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/tera-dt-ambience-base1.jpg
CAN-TP,Canvas Throw Pillow,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/p/i/pillow-indoor-dimension.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,pillow-indoor-dimension.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/pillow-indoor-dimension.jpg
SKY-FL-01,Flow Luxury Rug,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/f/l/flow-luxury-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,flow-luxury-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/flow-luxury-rugs-base1_3.jpg
AMZ-GR-01,Grace Luxury Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/g/r/grace-luxury-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,grace-luxury-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/grace-luxury-rugs-base1_3.jpg
AMZ-OR-01,Orion Luxury Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/o/r/orion-luxury-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,orion-luxury-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/orion-luxury-rugs-base1_3.jpg
AMZ-CAT-01,Catalina Luxury Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/c/a/catalina-luxury-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,catalina-luxury-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/catalina-luxury-rugs-base1_3.jpg
SKY-WAVE-01,Wave Luxury Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/0/5/05-wave-luxury-rug_2.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,05-wave-luxury-rug_2.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/05-wave-luxury-rug_2.jpg
AMZ-BEN-01,Bentley Natural Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/b/e/bentley-natural-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,bentley-natural-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/bentley-natural-rugs-base1_3.jpg
SKY-APP-01,Appleton Luxury Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/a/p/appleton-luxury-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,appleton-luxury-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/appleton-luxury-rugs-base1_3.jpg
AMZ-REF-01,Refresha Natural Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/r/e/refresha-natural-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,refresha-natural-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/refresha-natural-rugs-base1_3.jpg
CLD-HAB-01,Habib Essential Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/h/a/habib-essential-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,habib-essential-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/habib-essential-rugs-base1_3.jpg
CLD-ATM-01,Atmos Essential Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/a/t/atmos-essential-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,atmos-essential-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/atmos-essential-rugs-base1_3.jpg
CLD-CUR-01,CurvedDew Essential Rug,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/c/u/curveddew-essential-rugs-base1_3.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,curveddew-essential-rugs-base1_3.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/curveddew-essential-rugs-base1_3.jpg
TERA-160R,Tera Suar Round Dining Table,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/t/e/tera-light-suar-dims.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tera-light-suar-dims.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/tera-light-suar-dims.png
DAZ-SET,Daze Round Table Ceramic with Presley Chairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/l/i/lifestyle2.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,lifestyle2.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/lifestyle2.jpg
GVN-SET,Geviner Dining Table with Gazelig Stacking Armchairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/g/a/gazelig-dining-set-base-01.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,gazelig-dining-set-base-01.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/gazelig-dining-set-base-01.jpg
GAZ-BT-SET,Gazelig Lounge Set with Beta Coffee & Side Table,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/g/a/gazelig-living-set-base-01.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,gazelig-living-set-base-01.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/gazelig-living-set-base-01.jpg
VNT-ASN-SET,"Vento Sofa Set with Aspen Coffee, Low & Side Table",grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/v/e/ventosofaset2.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,ventosofaset2.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/ventosofaset2.jpg
TWIST-AT,Twist Accent Table,configurable,Dezign,Enabled,,Twist_Accent_Table_3DObject.zip,,Twist_Accent_Table_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/t/w/twist-at-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,twist-at-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/twist-at-dims.jpg
PLT-AT-L,Pleat Tall Accent Table,configurable,Dezign,Enabled,,Pleat_Tall_Accent_Table_3DObject.zip,,Pleat_Tall_Accent_Table_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/p/l/pleat-at-natural-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,pleat-at-natural-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/pleat-at-natural-dims.jpg
SCU-AT,Sculpt Accent Table,configurable,Dezign,Enabled,,Sculpt_Accent_Table_3DObject.zip,,Sculpt_Accent_Table_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/s/c/sculpt-at-natural-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,sculpt-at-natural-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/sculpt-at-natural-dims.jpg
SWS-WP,Swastika Wall Panel,configurable,Dezign,Enabled,,Swastika_Wall_Panel_3DObject.rar,,Swastika_Wall_Panel_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/s/w/swastika-wall-panel-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,swastika-wall-panel-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/swastika-wall-panel-dims.jpg
RIB-WP,Rib Wall Panel,configurable,Dezign,Enabled,,Rib_Wall_Panel_3DObject.rar,,Rib_Wall_Panel_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/r/i/rib-wall-panel-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,rib-wall-panel-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/rib-wall-panel-dims.jpg
PLT-AT-S,Pleat Small Accent Table,configurable,Dezign,Enabled,,Pleat_Small_Accent_Table_3DObject.zip,,Pleat_Small_Accent_Table_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/p/l/pleat-at-small-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,pleat-at-small-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/pleat-at-small-dims.jpg
NERO-DM-SET,Nero Mirror Set,configurable,Dezign,Enabled,,Nero_Mirror_Set_3DObject.rar,,,,https://dezigndistrict.com/pub/media/catalog/product/n/e/nero-set.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,nero-set.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/nero-set.jpg
OVT-MR-SET,Ovate Mirror Set,configurable,Dezign,Enabled,,Ovate_Mirror_Set_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/o/v/ovate-set-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,ovate-set-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/ovate-set-dims.jpg
PLT-AT-SET,Pleat Accent Table Set,configurable,Dezign,Enabled,,Pleat_Accent_Table_Set_3DObject.zip,,Pleat_Accent_Table_Set_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/p/l/pleat-at-set-natural-base-01_2.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,pleat-at-set-natural-base-01_2.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/pleat-at-set-natural-base-01_2.jpg
WV-T,Wave Vase Tall,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/w/a/wave-vase-tall-maroon-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,wave-vase-tall-maroon-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/wave-vase-tall-maroon-dims.jpg
WV-S,Wave Vase Small,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/w/a/wave-vase-small-maroon-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,wave-vase-small-maroon-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/wave-vase-small-maroon-dims.jpg
WV-SET,Wave Vase Set,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/w/a/wave-vase-set-maroon-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,wave-vase-set-maroon-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/wave-vase-set-maroon-dims.jpg
CORA-LD,Cora Ladder Desk,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/c/o/cora-desk-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,cora-desk-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/cora-desk-dims.jpg
CORA-LS,Cora Ladder Shelving,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/c/o/cora-shelving-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,cora-shelving-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/cora-shelving-dims.jpg
CORA-SET,Cora Ladder Set,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/c/o/cora-set-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,cora-set-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/cora-set-dims.jpg
RPN-R-ST,Ripen Round Side Table,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/r/o/round-side-table-dimension.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,round-side-table-dimension.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/round-side-table-dimension.jpg
RPN-S-ST,Ripen Square Side Table,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/b/o/bolivia-dimension-_1_.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,bolivia-dimension-_1_.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/bolivia-dimension-_1_.jpg
MRT-02-L,Martha 2 Seater Sofa -Leather,configurable,Dezign,Enabled,,Martha_2_Seater_Sofa_-Leather_3DObject.zip,,Martha_2_Seater_Sofa_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/m/a/martha-2seat-leather-dims_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,martha-2seat-leather-dims_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/martha-2seat-leather-dims_1.jpg
MRT-03-L,Martha 3 Seater Sofa -Leather,configurable,Dezign,Enabled,,Martha_3_Seater_Sofa_-Leather_3DObject.zip,,Martha_3_Seater_Sofa_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/m/a/martha-3seat-leather-dims_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,martha-3seat-leather-dims_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/martha-3seat-leather-dims_1.jpg
MRT-C,Martha Sofa with Chaise -Leather,configurable,Dezign,Enabled,,Martha_Sofa_with_Chaise_-Leather_3DObject.zip,,Martha_Sofa_with_Chaise_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/8/7/87jv2zocu9uhd.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,87jv2zocu9uhd.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/87jv2zocu9uhd.jpg
MRT-06-L,Martha Ottoman -Leather,configurable,Dezign,Enabled,,Martha_Ottoman_-Leather_3DObject.zip,,Martha_Ottoman_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/m/a/martha-ottoman-leather-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,martha-ottoman-leather-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/martha-ottoman-leather-dims.jpg
MRT-MOD-L,Martha Modular -Leather,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/h/t/hty6zf6cm84hd.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,hty6zf6cm84hd.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/hty6zf6cm84hd.jpg
TRP-AT-S,Tripod Accent Table Small,configurable,Dezign,Disabled,,Tripod_Accent_Table_Small_3DObject.zip,,Tripod_Accent_Table_Small_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/t/r/tripod-at-small-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tripod-at-small-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/tripod-at-small-dims.jpg
TRP-AT-B,Tripod Accent Table,configurable,Dezign,Disabled,,Tripod_Accent_Table_3DObject.zip,,Tripod_Accent_Table_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/t/r/tripod-at-clearance-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tripod-at-clearance-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/tripod-at-clearance-dims.jpg
PLT-ET-AL,Planka Alu Extension Table,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/p/l/planka-alu-ext-230-fr_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,planka-alu-ext-230-fr_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/planka-alu-ext-230-fr_1.png
SGT-RT-SET,Signature Round Table with Alzette Chairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/s/i/signature-dining-set-base1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,signature-dining-set-base1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/signature-dining-set-base1.jpg
VENTO-AL-SET,Vento Alu Sofa Set with Coffee and Side Table,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/v/e/vento-set-alu-base1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,vento-set-alu-base1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/vento-set-alu-base1.jpg
NKS-SET,Grace Daybed Set,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/g/r/grace-chaise-set-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,grace-chaise-set-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/grace-chaise-set-dims.jpg
GSS-SET,Grace Sofa Set with Piedra Round Coffee and Side Table,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/l/i/lifestyle-grace-sofa-1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,lifestyle-grace-sofa-1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/lifestyle-grace-sofa-1.jpg
GIO-02L,Giovanna 2 Seater Sofa -Leather,configurable,Dezign,Enabled,Giovanna_2_Seater_Sofa_-Leather_3D.zip,Giovanna_2_Seater_Sofa_-Leather_3DObject.zip,,Giovanna_2_Seater_Sofa_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/g/i/giovana-2seat-leather-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,giovana-2seat-leather-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/giovana-2seat-leather-dims.jpg
GIO-03L,Giovanna 3 Seater Sofa -Leather,configurable,Dezign,Enabled,,Giovanna_3_Seater_Sofa_-Leather_3DObject.zip,,Giovanna_3_Seater_Sofa_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/b/h/bhy-0locawghd.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,bhy-0locawghd.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/bhy-0locawghd.jpg
GIO-06L,Giovanna Ottoman -Leather,configurable,Dezign,Enabled,,Giovanna_Ottoman_-Leather_3DObject.zip,,Giovanna_Ottoman_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/g/i/giovana-ottoman-leather-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,giovana-ottoman-leather-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/giovana-ottoman-leather-dims.jpg
GIO-04SL,Giovanna Sofa with Chaise -Leather,configurable,Dezign,Enabled,,Giovanna_Sofa_with_Chaise_-Leather_3DObject.zip,,Giovanna_Sofa_with_Chaise_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/g/i/giovana-chaise-right-leather-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,giovana-chaise-right-leather-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/giovana-chaise-right-leather-dims.jpg
OBR-06-L,Oburr Modular Ottoman -Leather,configurable,Dezign,Enabled,,Oburr_Modular_Ottoman_-Leather_3DObject.zip,,Oburr_Modular_Ottoman_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/o/b/obur-ottoman-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,obur-ottoman-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/obur-ottoman-dims.jpg
OBR-MOD-L,Oburr Modular -Leather,grouped,Dezign,Enabled,Oburr_Modular_-Leather_3D.rar,Oburr_Modular_-Leather_3DObject.zip,,Oburr_Modular_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/v/c/vchzp_eu9bmhd.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,vchzp_eu9bmhd.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/vchzp_eu9bmhd.jpg
TWR,Freestanding Teak Towel Rack,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/t/e/teak-towel-rack-24-pr_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,teak-towel-rack-24-pr_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/teak-towel-rack-24-pr_1.png
OBR-02-L,Oburr 2 Seater -Leather,configurable,Dezign,Enabled,,Oburr_2_Seater_-Leather_3DObject.zip,,Oburr_2_Seater_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/v/c/vchzp_eu9bmhd_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,vchzp_eu9bmhd_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/vchzp_eu9bmhd_1.jpg
OBR-03-L,Oburr 3 Seater -Leather,configurable,Dezign,Enabled,,Oburr_3_Seater_-Leather_3DObject.zip,,Oburr_3_Seater_-Leather_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/v/c/vchzp_eu9bmhd_2.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,vchzp_eu9bmhd_2.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/vchzp_eu9bmhd_2.jpg
FLX-LO,Flex Lounger -Padded,configurable,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/f/l/flex-lounger-list.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,flex-lounger-list.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/flex-lounger-list.png
SVE-06,Suave Low Table,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/s/u/suave-low-seat-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,suave-low-seat-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/suave-low-seat-dims.jpg
LSE-MOD,Lisse Sectional,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/l/i/lisse-config1-dims_1_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,lisse-config1-dims_1_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/lisse-config1-dims_1_1.jpg
SVE-MOD,Suave Sectional,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/s/u/suave-config7-dims_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,suave-config7-dims_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/suave-config7-dims_1.jpg
TRENT-SET,Trent Sofa Set with Coffee and Side Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/t/r/trent-set-base1_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,trent-set-base1_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/trent-set-base1_1.jpg
PL-CT-RND-T,Platon Coffee Table Round,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/p/l/platon-round-ct-120-teak-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,platon-round-ct-120-teak-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/platon-round-ct-120-teak-dims.jpg
PL-CT-RC-T,Platon Coffee Table Recta,configurable,Dezign,Enabled,Platon_Coffee_Table_Recta_3D.zip,Platon_Coffee_Table_Recta_3DObject.rar,,,,https://dezigndistrict.com/pub/media/catalog/product/p/l/platon-recta-teak-base.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,platon-recta-teak-base.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/platon-recta-teak-base.jpg
PL-ST-T,Platon Side Table,configurable,Dezign,Enabled,Platon_Side_Table_3D.zip,Platon_Side_Table_3DObject.rar,,,,https://dezigndistrict.com/pub/media/catalog/product/p/l/platon-st-teak-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,platon-st-teak-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/platon-st-teak-dims.jpg
PL-CT-RND-C,Platon Coffee table Round 120 Ceramic,configurable,B2B Dezign,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/9101/product_gallery_main/6334177da1ff8218256697.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6334177da1ff8218256697.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6334177da1ff8218256697.jpg
PL-CT-RC-C,Platon Coffee Table Recta -Ceramic,configurable,Dezign,Enabled,Platon_Coffee_Table_Recta_-Ceramic_3D.zip,Platon_Coffee_Table_Recta_-Ceramic_3DObject.rar,,,,https://dezigndistrict.com/pub/media/catalog/product/p/l/platon-recta-ceramic-base.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,platon-recta-ceramic-base.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/platon-recta-ceramic-base.jpg
PL-ST-C,Platon Side Table Ceramic,configurable,B2B Dezign,Enabled,Platon_Side_Table_-Ceramic_3D.zip,Platon_Side_Table_-Ceramic_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/9379/product_gallery_main/633fa7d5678a4466597662.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633fa7d5678a4466597662.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633fa7d5678a4466597662.jpg
DRS-ST-T,Dorus Side Table,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/d/o/dorus-side-table-teak-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,dorus-side-table-teak-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/dorus-side-table-teak-dims.jpg
DRS-CT-RND-T,Dorus Coffee Table Round,configurable,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/d/o/dorus-round-ct-120-teak-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,dorus-round-ct-120-teak-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/dorus-round-ct-120-teak-dims.jpg
